arm,task,trial,reward,solved,scored,dead,model_calls,reasoning_tokens,completion_tokens,marker_hits
swift_bf16_adapter,terminal-bench/video-processing,video-processing__REt4qer,0.0,0,1,0,47,42665,63193,268
swift_bf16_adapter,terminal-bench/video-processing,video-processing__YsQUvXA,0.0,0,1,0,33,52655,74510,229
swift_bf16_adapter,terminal-bench/video-processing,video-processing__f9Frtz3,0.0,0,1,0,28,30485,47770,164
swift_bf16_adapter,terminal-bench/video-processing,video-processing__oNi6gtf,1.0,1,1,0,17,28136,38818,184
swift_bf16_adapter,terminal-bench/video-processing,video-processing__uAkbzSa,0.0,0,1,0,12,18685,25996,146
swift_bf16_adapter,terminal-bench/vulnerable-secret,vulnerable-secret__JmF5dWT,1.0,1,1,0,7,5596,7073,57
swift_bf16_adapter,terminal-bench/vulnerable-secret,vulnerable-secret__LBATYtk,1.0,1,1,0,11,2649,4715,7
swift_bf16_adapter,terminal-bench/vulnerable-secret,vulnerable-secret__LxvjBej,1.0,1,1,0,11,4067,6359,15
swift_bf16_adapter,terminal-bench/vulnerable-secret,vulnerable-secret__n4cUMpK,1.0,1,1,0,7,2840,4010,16
swift_bf16_adapter,terminal-bench/vulnerable-secret,vulnerable-secret__uUhe37B,1.0,1,1,0,8,1604,3814,12
swift_bf16_adapter,terminal-bench/winning-avg-corewars,winning-avg-corewars__HdWviQs,0.0,0,1,0,37,94851,107286,318
swift_bf16_adapter,terminal-bench/winning-avg-corewars,winning-avg-corewars__NSS3MGq,0.0,0,1,0,23,104652,111993,252
swift_bf16_adapter,terminal-bench/winning-avg-corewars,winning-avg-corewars__eoNcECd,0.0,0,1,0,36,91275,103135,316
swift_bf16_adapter,terminal-bench/winning-avg-corewars,winning-avg-corewars__g4EvuqN,1.0,1,1,0,11,11284,15519,95
swift_bf16_adapter,terminal-bench/winning-avg-corewars,winning-avg-corewars__kXhZEs8,0.0,0,1,0,43,86643,96974,297
swift_bf16_adapter,terminal-bench/write-compressor,write-compressor__JRxUyYw,0.0,0,1,0,23,99151,114213,365
swift_bf16_adapter,terminal-bench/write-compressor,write-compressor__MyFtqht,0.0,0,1,0,24,90542,109750,266
swift_bf16_adapter,terminal-bench/write-compressor,write-compressor__SDseCpN,0.0,0,1,0,15,92376,109306,296
swift_bf16_adapter,terminal-bench/write-compressor,write-compressor__XjZW7N7,0.0,0,1,0,8,110307,119632,269
swift_bf16_adapter,terminal-bench/write-compressor,write-compressor__hAYVYGh,0.0,0,1,0,12,101503,115351,282
